property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
44692,-37.69702,145.125742,232 St Helena Road,GREENSBOROUGH,12648000,house,2016,4,2,2,SC_051,3965,19985,1723,38,0,hospital_075,1969,S_051,1616
79928,-37.984322,145.187605,22 Eldo Street,KEYSBOROUGH,7968000,house,2015,4,1,1,SC_057,1563,19889,761,51,0,hospital_124,1661,S_079,1647
80414,-37.99532,145.170215,6 Tundra Way,KEYSBOROUGH,5715000,house,2016,4,2,2,SC_057,397,19889,2670,51,0,hospital_096,200,S_079,318
72464,-37.847654,145.255139,53 Bona Vista Road,BAYSWATER,5688000,house,2016,4,2,3,SC_032,4522,19870,1319,50,0,hospital_002,1439,S_139,1157
60380,-37.836441,145.201496,1/11 View Road,VERMONT,9810000,house,2013,3,2,2,SC_088,2710,19901,2191,42,0,hospital_008,2655,S_202,2623
43730,-37.71718979,145.0847931,33 Frensham Rd,WATSONIA,4976000,house,2007,4,1,1,SC_017,4526,19984,699,34,0,hospital_075,2290,S_020,1934
71853,-37.859227,145.234603,9 Jenkins Court,WANTIRNA,13280000,house,2010,5,2,2,SC_032,5198,19870,3532,50,0,hospital_179,1254,S_226,1509
69789,-37.866951,145.086046,23 Warner Avenue,ASHBURTON,6984000,house,2013,3,1,1,SC_042,1252,19847,581,37,0,hospital_098,347,S_112,680
80256,-38.00068283,145.1474304,40 Princeton Drive,KEYSBOROUGH,4990000,house,2008,4,2,2,SC_057,2438,19890,4535,49,0,hospital_096,2212,S_079,2353
23891,-37.69406,144.962003,10 Palmer Street,FAWKNER,5570000,house,2010,3,1,1,SC_030,4394,19961,786,35,0,hospital_139,4114,S_161,602
14790,-37.756861,144.92753,79 Primrose Street,ESSENDON,11270000,house,2012,4,1,1,SC_011,3012,20037,1001,20,0,hospital_128,1481,S_025,1327
77709,-37.928006,145.185856,20 St James Park Drive,MULGRAVE,4000000,house,2010,3,2,1,SC_073,2420,19913,3717,44,0,hospital_161,2668,S_067,920
51135,-37.790055,145.134386,26 Outlook Drive,DONCASTER,11400000,house,2010,4,1,2,SC_091,809,20042,3440,30,0,hospital_194,2511,S_188,974
5049,-37.860389,144.82443,21 McIntyre Drive,ALTONA,5544000,house,2009,4,2,2,SC_033,4235,19926,880,30,0,hospital_141,5903,S_128,978
54145,-37.818639,145.023346,16 Connell Street,HAWTHORN,9360000,house,2012,2,1,1,SC_083,1095,19905,356,19,0,hospital_086,670,S_208,1075
60148,-37.81282,145.194122,6 McDowall Street,MITCHAM,7943000,house,2013,3,1,1,SC_088,1469,19900,607,40,0,hospital_010,263,S_202,2000
45712,-37.722305,145.124706,1 Buena Vista Drive,MONTMORENCY,10425000,house,2015,2,1,1,SC_009,5622,19986,829,40,0,hospital_075,2531,S_210,2892
82276,-37.991728,145.244417,52 Ash Street,DOVETON,4875000,house,2015,3,1,2,SC_077,1536,19888,3049,54,0,hospital_119,2350,S_195,1956
67605,-37.75531387,145.3686981,6 Marana Close,LILYDALE,4121000,house,2009,3,2,1,SC_084,4830,19876,1847,61,0,hospital_151,1108,S_233,1672
8985,-37.875167,144.756377,22 Shane Avenue,SEABROOK,5830000,house,2015,4,2,3,SC_092,3137,46468,982,32,0,hospital_073,6738,S_007,1464
1171,-37.803947,144.887835,53 Alexander Street,SEDDON,9185000,house,2011,2,1,0,SC_043,2583,20023,324,19,0,hospital_056,1212,S_201,963
40860,-37.707533,145.056516,56 Greenwood Drive,BUNDOORA,4680000,house,2015,3,1,2,SC_047,4152,19983,2338,31,0,hospital_037,645,S_155,994
44479,-37.682192,145.109931,19 Miowera Green,GREENSBOROUGH,7840000,house,2013,3,2,2,SC_062,4021,19985,2427,38,0,hospital_075,2578,S_051,2306
51197,-37.790387,145.123653,3 Citrus Court,DONCASTER,12150000,house,2016,3,1,1,SC_091,421,20042,3215,30,0,hospital_194,2038,S_188,378
41408,-37.746377,145.062053,10 Hillside Road,ROSANNA,12450000,house,2009,4,1,1,SC_017,1190,19936,530,28,0,hospital_066,988,S_100,1529
82781,-37.902062,145.269586,42 Fairway Drive,ROWVILLE,9000000,house,2014,5,2,2,SC_049,3500,19868,3197,55,0,hospital_150,3855,S_199,2332
83157,-37.88682556,145.2427063,30 Sandra Court,KNOXFIELD,4210000,house,2008,4,2,2,SC_073,5434,19868,4651,55,0,hospital_002,4146,S_027,1606
44573,-37.699485,145.094031,2/54 Kempston Street,GREENSBOROUGH,4600000,house,2015,3,1,2,SC_062,5374,19985,1347,38,0,hospital_075,1217,S_020,786
6348,-37.796042,144.827326,2 Cannon Street,SUNSHINE,5445000,house,2015,3,1,2,SC_102,1622,20021,967,25,0,hospital_174,2093,S_080,1682
53758,-37.817959,145.005134,78 Gardner Street,RICHMOND,12070000,house,2013,3,1,0,SC_038,2532,19906,1089,12,0,hospital_122,263,S_076,1253
4410,-37.840982,144.865478,39 Clyde Street,NEWPORT,7400000,house,2015,3,1,2,SC_033,2290,19994,1604,20,0,hospital_141,3307,S_056,1785
15819,-37.741128,144.884952,61 Nolan Street,NIDDRIE,15640000,house,2011,4,2,2,SC_082,1981,20037,3210,20,0,hospital_184,1776,S_198,1808
69676,-37.867878,145.086297,2 Benghazi Avenue,ASHBURTON,24310000,house,2016,3,1,3,SC_042,1148,19847,585,37,0,hospital_098,452,S_112,674
43945,-37.713291,145.092796,9 Orana Drive,WATSONIA,5880000,house,2010,3,1,1,SC_017,5188,19984,834,34,0,hospital_075,1466,S_020,1151
35313,-37.70036316,145.0215302,6 Lucille Ave,RESERVOIR,3041500,house,2008,2,1,2,SC_047,4320,20008,1046,36,0,hospital_025,2655,S_225,2805
42012,-37.743145,145.05936,29 Mountain View Parade,ROSANNA,6075000,house,2011,4,2,3,SC_017,1619,19936,597,28,0,hospital_090,1101,S_100,1953
21362,-37.769779,144.964437,55 Blair Street,BRUNSWICK,8700000,house,2014,3,2,2,SC_030,4346,19968,484,21,0,hospital_144,1615,S_074,390
58561,-37.82652283,145.1835785,13 Koala Avenue,NUNAWADING,7446000,house,2008,3,1,1,SC_088,875,19899,1008,37,0,hospital_010,2013,S_202,709
28741,-37.802733,144.997861,1 Hunter St,ABBOTSFORD,12720000,house,2011,4,1,1,SC_068,2630,19976,413,9,0,hospital_134,1064,S_076,790
88233,-37.940711,145.042187,5 Dactyl Road,MOORABBIN,9780000,house,2015,4,2,2,SC_046,363,19937,854,38,0,hospital_110,975,S_069,942
80657,-37.98706,145.222175,1/3 Ronald Street,DANDENONG,8250000,house,2014,5,3,2,SC_112,623,19888,1139,54,0,hospital_119,354,S_184,494
8654,-37.759753,144.786357,8 Clare Brennan Drive,CAIRNLEA,8000000,house,2014,5,3,2,SC_107,4059,20002,2049,33,0,hospital_057,2478,S_159,336
39198,-37.751064,145.04158,31 Griffiths Street,BELLFIELD,7572000,house,2015,3,1,1,SC_047,1709,19934,1768,25,0,hospital_090,788,S_219,1913
51745,-37.799644,145.169416,1 Cerberus Street,DONVALE,18190000,house,2015,5,2,3,SC_002,2203,19899,2382,37,0,hospital_034,1075,S_202,2766
14059,-37.757764,144.925795,20A Buckley Street,ESSENDON,10478000,house,2010,2,1,1,SC_011,2868,20037,866,20,0,hospital_128,1304,S_025,1177
23243,-37.74849,144.960549,9 Chandos Street,COBURG,9375000,house,2012,3,1,0,SC_030,2011,19966,676,26,0,hospital_084,652,S_173,824
19675,-37.678609,144.898423,27 Elizabeth Street,WESTMEADOWS,4365000,house,2014,5,3,2,SC_059,1597,20030,1931,36,0,hospital_104,3662,S_153,2047
55873,-37.84471,145.064105,67 Athelstan Road,CAMBERWELL,27900000,house,2011,4,2,2,SC_099,2329,19850,1010,32,0,hospital_168,817,S_160,1239
57704,-37.811427,145.142601,17 Kerr Street,BLACKBURN,6808000,house,2014,3,1,0,SC_037,1966,19897,1054,36,0,hospital_154,2025,S_147,2025
3794,-37.815699,144.886725,7 Cuming Street,YARRAVILLE,3536000,house,2013,2,1,2,SC_043,3307,19996,282,15,0,hospital_056,2512,S_201,1937
93871,-38.065573,145.124395,25 Coast Banksia Drive,BONBEACH,11270000,house,2015,3,2,2,SC_070,5695,19859,506,52,0,hospital_096,8991,S_077,1455
50464,-37.75528336,145.1268463,1/91 Wood Street,TEMPLESTOWE,6480000,house,2009,3,1,2,SC_009,3283,19986,4475,40,0,hospital_193,2236,S_046,2328
10621,-37.794939,144.925075,49 The Ridgeway,KENSINGTON,6372000,house,2014,2,1,0,SC_011,1603,20041,496,13,0,hospital_114,464,S_086,898
7575,-37.735202,144.821333,6 Calverton Road,KEALBA,6525000,house,2015,4,2,2,SC_107,1509,20002,2160,33,0,hospital_005,2874,S_222,1715
58384,-37.830566,145.15167,9 Ronley Street,BLACKBURN,9460000,house,2010,3,1,1,SC_002,2140,19898,1177,35,0,hospital_060,470,S_018,394
29909,-37.76937,144.988236,30 Osborne Street,NORTHCOTE,8865000,house,2011,3,1,1,SC_103,3528,20016,622,20,0,hospital_035,1869,S_138,2405
10575,-37.79325485,144.9237671,44 Bayswater Road,KENSINGTON,12012000,house,2007,4,1,1,SC_011,1383,20041,597,13,0,hospital_114,597,S_086,767
29259,-37.766678,145.00606,11 Kellett Street,NORTHCOTE,11760000,house,2011,3,2,1,SC_103,3037,20015,842,21,0,hospital_035,447,S_105,1750
27053,-37.603206,144.91372,49 Mission Hills Way,CRAIGIEBURN,4777000,house,2011,3,2,2,SC_016,1150,40221,2615,45,0,hospital_104,5319,S_178,2061
72802,-37.869613,145.290664,10 Bradman Court,BORONIA,7510000,house,2015,3,2,3,SC_049,3162,19869,1159,53,0,hospital_049,1048,S_146,941
78690,-37.949791,145.143005,17 Ellen Street,SPRINGVALE,5350000,house,2013,3,1,1,SC_003,5296,19913,917,44,0,hospital_076,3688,S_075,859
82621,-37.905416,145.266142,185 Karoo Road,ROWVILLE,9996000,house,2012,4,2,2,SC_049,3895,19868,3675,55,0,hospital_150,4204,S_199,2797
21354,-37.757187,144.968716,54 Davies Street,BRUNSWICK,10665000,house,2010,2,1,0,SC_030,3207,19966,677,26,0,hospital_144,282,S_074,1600
52585,-37.824689,145.002359,192 Coppin Street,RICHMOND,11440000,house,2014,2,1,0,SC_038,1842,19907,502,6,0,hospital_122,533,S_076,1782
93500,-38.013763,145.099869,55 Eulinga Avenue,ASPENDALE,6723000,house,2015,2,1,3,SC_003,4839,19863,1336,44,0,hospital_001,3501,S_119,1319
12537,-37.709092,144.77179,2 Ambridge Grove,SYDENHAM,8730000,house,2016,3,2,2,SC_107,3733,20000,911,39,0,hospital_057,6846,S_094,850
77345,-37.92770386,145.1927643,1 Wootoona Court,MULGRAVE,11000000,house,2009,4,2,3,SC_073,2460,19891,4145,46,0,hospital_161,2159,S_067,997
39236,-37.752981,145.035805,6 Carlyle Crescent,BELLFIELD,14240000,house,2016,2,1,1,SC_047,1677,19933,1963,22,0,hospital_039,1238,S_219,1777
90899,-37.962727,145.067146,6/3 Evergreen Circuit,CHELTENHAM,9120000,house,2011,2,2,1,SC_003,2139,19866,1187,36,0,hospital_109,670,S_023,1058
44643,-37.696506,145.125211,217 St Helena Road,GREENSBOROUGH,4040000,house,2013,4,2,2,SC_051,3963,19985,1708,38,0,hospital_075,1955,S_051,1596
89856,-37.954722,145.057936,106 Chesterville Road,CHELTENHAM,8415000,house,2015,3,1,2,SC_079,1605,19866,1360,36,0,hospital_082,647,S_023,559
69970,-37.866527,145.081251,34 Morotai Avenue,ASHBURTON,18840000,house,2016,3,1,1,SC_042,1503,19847,243,37,0,hospital_098,433,S_112,1099
90331,-37.97035599,145.0756531,23 Allnutt Parade,CHELTENHAM,6024000,house,2009,4,2,2,SC_003,1180,19865,1577,39,0,hospital_109,866,S_003,1533
37360,-37.645861,145.054695,38 Halter Crescent,EPPING,3465000,house,2010,3,2,2,SC_062,2791,45795,1147,46,0,hospital_053,3426,S_083,1786
88475,-37.954433,145.042709,14 Graham Road,HIGHETT,8800000,house,2014,4,1,1,SC_079,607,19872,672,40,0,hospital_082,1407,S_069,607
73567,-37.851869,145.285742,339 Dorset Road,BORONIA,5110000,house,2011,2,1,2,SC_049,5131,19869,962,53,0,hospital_049,1223,S_024,1097
34872,-37.723357,144.987635,4 Horton Street,RESERVOIR,11925000,house,2010,4,2,2,SC_103,2202,20011,1446,29,0,hospital_139,1121,S_030,781
37703,-37.638409,145.027066,7 Kinlora Avenue,EPPING,4180000,house,2014,3,2,2,SC_062,5358,20005,1579,43,0,hospital_053,1737,S_196,1505
60748,-37.830852,145.207565,40 Denis Street,VERMONT,17850000,house,2016,3,2,2,SC_032,2747,19901,1408,42,0,hospital_010,2560,S_040,2810
70842,-37.87549973,145.1073456,6 Edward Street,CHADSTONE,6780000,house,2008,4,1,2,SC_042,1406,19840,467,28,0,hospital_089,2322,S_112,1562
33664,-37.715578,145.00093,118 Edwardes Street,RESERVOIR,5796000,house,2011,3,1,1,SC_103,2673,20010,553,32,0,hospital_139,336,S_030,2185
14681,-37.75144577,144.8936462,62 Forrester Street,ESSENDON,5150000,house,2008,2,1,2,SC_082,2209,20037,2048,20,0,hospital_184,1431,S_197,1668
63841,-37.791713,145.266711,2/13 Gladys Grove,CROYDON,3483000,house,2014,2,1,2,SC_022,1657,19878,1290,51,0,hospital_164,2036,S_157,1192
10707,-37.783113,144.932875,6 Bignell Street,FLEMINGTON,8268000,house,2010,2,1,0,SC_011,1474,20040,581,14,0,hospital_102,1101,S_086,630
61410,-37.823633,145.22109,18 Catherine Street,RINGWOOD,8517000,house,2009,3,2,2,SC_032,1388,19901,900,42,0,hospital_105,2381,S_040,1464
85928,-37.921465,145.00262,1/87 Roslyn Street,BRIGHTON,5760000,house,2014,2,2,2,SC_046,3724,19951,897,22,0,hospital_156,1452,S_009,915
47584,-37.71538925,145.1573334,83 Arthur Street,ELTHAM,6330000,house,2009,4,2,2,SC_051,4649,19987,862,44,0,hospital_075,4674,S_194,73
81383,-37.94636917,145.2005158,54 Hennessy Way,DANDENONG NORTH,8480000,house,2009,5,3,2,SC_073,4644,19890,3110,49,0,hospital_161,1404,S_067,1563
25383,-37.604145,144.922524,14 Chelmsford Court,CRAIGIEBURN,6720000,house,2015,3,2,2,SC_016,1470,40221,1852,45,0,hospital_104,5185,S_178,1516
69012,-37.860467,145.031526,28 Winter Street,MALVERN,13481000,house,2009,3,1,0,SC_023,2014,19944,673,18,0,hospital_157,293,S_235,231
47109,-37.70614,145.167941,38 Floriston Grove,ELTHAM,11648000,house,2015,3,2,2,SC_051,3686,19987,1954,44,0,hospital_075,5468,S_194,1318
1527,-37.791331,144.896175,9 Tait Street,FOOTSCRAY,11580000,house,2012,4,3,1,SC_011,2019,20027,1104,0,1,hospital_003,627,S_201,1060
79479,-37.986781,145.162536,1 MacKinnon Court,KEYSBOROUGH,5608000,house,2016,4,2,3,SC_057,1155,19890,2516,49,0,hospital_096,1064,S_079,1117
7994,-37.75987244,144.7919159,10 Chlosam Crt,CAIRNLEA,5780000,house,2008,3,2,2,SC_107,3873,20003,1576,31,0,hospital_057,1988,S_159,240
67895,-37.847541,145.016684,17 Maple Grove,TOORAK,6596000,house,2014,5,2,2,SC_038,1072,19946,434,22,0,hospital_132,1003,S_115,1005
13095,-37.71053314,144.7711334,4 Manna Court,DELAHEY,7275000,house,2009,4,2,2,SC_048,3610,20000,1080,39,0,hospital_057,6745,S_094,1020
33413,-37.708597,145.015767,1/164 Rathcown Road,RESERVOIR,5265000,house,2016,4,1,2,SC_047,3572,20009,555,33,0,hospital_139,1851,S_225,2144
93701,-37.98672104,145.0711823,8 Princes Court,PARKDALE,11973000,house,2009,4,2,2,SC_003,2339,19865,755,39,0,hospital_001,457,S_003,601
58391,-37.831356,145.15675,9-11 Masons Road,BLACKBURN,12560000,house,2014,4,2,2,SC_002,1858,19898,1388,35,0,hospital_060,188,S_018,829
66855,-37.742165,145.348619,10  Nimblefoot Way,LILYDALE,4452000,house,2014,5,2,3,SC_084,3533,19876,1488,61,0,hospital_151,1361,S_233,1766
95210,-37.905087,145.029455,22 Stewart Street,ORMOND,19200000,house,2011,4,2,1,SC_041,3421,19941,916,35,0,hospital_126,1016,S_107,1954
2138,-37.811102,144.871343,30 Albion Street,KINGSVILLE,7815000,house,2012,2,1,3,SC_043,2125,20022,1511,21,0,hospital_056,2389,S_149,2125
26046,-37.57964,144.930094,23 Hyde Park Avenue,CRAIGIEBURN,4125000,house,2012,3,2,2,SC_005,1020,40221,2730,45,0,hospital_104,7955,S_178,1635
44951,-37.6908626,145.0961487,36 Booyan Cresent,GREENSBOROUGH,8768000,house,2013,4,2,3,SC_062,4461,19985,1805,38,0,hospital_075,1804,S_210,1475
48548,-37.81060791,145.0463409,53 Davis Street,KEW,9100000,house,2009,2,1,2,SC_083,1448,19903,1313,23,0,hospital_064,274,S_208,1414
639,-37.8054223,144.8964532,22 Pilgrim Street,SEDDON,5970000,house,2011,3,1,0,SC_011,3094,19997,404,14,0,hospital_003,1603,S_201,538
87996,-37.937592,145.003591,9 Ocean Street,HAMPTON,32810000,house,2012,5,3,3,SC_046,3058,19949,191,27,0,hospital_036,538,S_088,126
47146,-37.70727,145.148092,4 Green Place,ELTHAM,11390000,house,2014,3,2,2,SC_051,3878,19987,699,44,0,hospital_075,3726,S_194,1225
52201,-37.82461166,144.9989929,12 Elm Grove,RICHMOND,19680000,house,2009,4,1,2,SC_038,1954,19907,261,6,0,hospital_122,655,S_076,1697
489,-37.799285,144.888961,19 Batman Street,FOOTSCRAY,2805000,house,2010,3,1,2,SC_043,2494,20024,421,17,0,hospital_056,726,S_201,812
85268,-37.893326,145.01217,14 Parnell Street,ELSTERNWICK,22560000,house,2015,3,2,2,SC_023,3302,19953,796,19,0,hospital_013,343,S_193,888
49612,-37.814636,145.08798,54 Northcote Avenue,BALWYN,21000000,house,2015,4,3,2,SC_099,2846,19894,1077,31,0,hospital_117,2499,S_136,1673
29642,-37.77622223,144.9888763,2 Elizabeth Street,NORTHCOTE,15730000,house,2009,2,1,0,SC_103,4237,20017,403,18,0,hospital_035,2232,S_138,2334
45049,-37.684668,145.104441,4 Tracey Place,GREENSBOROUGH,3520000,house,2012,3,1,2,SC_062,4033,19985,2172,38,0,hospital_075,2281,S_210,2059
20303,-37.77621078,144.9544067,1/339 Brunswick Road,BRUNSWICK,5310000,house,2009,2,2,1,SC_011,3436,19969,403,20,0,hospital_102,951,S_138,698
32878,-37.747191,144.987698,5 Kendall Street,PRESTON,11304000,house,2016,3,1,1,SC_103,1513,20013,1111,25,0,hospital_144,1740,S_105,1467
52928,-37.81591034,144.9955597,2A Ellis Street,RICHMOND,14880000,house,2008,2,2,1,SC_068,2074,19978,379,6,0,hospital_171,112,S_076,702
2728,-37.819311,144.879404,111 Severn St,YARRAVILLE,12240000,house,2012,4,1,0,SC_033,2985,19996,1002,15,0,hospital_056,2974,S_201,2635
55848,-37.83379,145.070318,6 Woodlands Avenue,CAMBERWELL,22950000,house,2013,3,1,1,SC_099,1507,19851,214,30,0,hospital_168,1914,S_160,147
84587,-37.886222,144.986811,11 Vautier Street,ELWOOD,30400000,house,2013,3,1,2,SC_015,2024,19954,1248,17,0,hospital_116,1981,S_133,1569
84212,-37.8527044,144.999818,6 Lewisham Road,PRAHRAN,17600000,house,2009,4,1,2,SC_066,814,19957,779,11,0,hospital_012,236,S_115,706
45869,-37.71181,145.125024,17 Price Avenue,MONTMORENCY,8100000,house,2013,4,2,1,SC_051,5231,19986,496,40,0,hospital_075,1843,S_210,2202
26519,-37.577103,144.928602,32 Ardsley Circuit,CRAIGIEBURN,4020000,house,2014,3,2,2,SC_005,772,40221,3042,45,0,hospital_104,8224,S_178,1940
92190,-37.981966,145.068601,29 Balcombe Road,MENTONE,11640000,house,2015,3,1,0,SC_003,2163,19865,301,39,0,hospital_133,184,S_011,543
77279,-37.943332,145.105498,6 Sundowner Avenue,CLARINDA,9128000,house,2014,3,2,2,SC_003,3414,19915,2460,39,0,hospital_076,2741,S_170,2028
80723,-37.98186,145.21421,11 McFarlane Crescent,DANDENONG,5750000,house,2014,3,1,1,SC_112,586,19888,984,54,0,hospital_119,553,S_183,113
47511,-37.7221,145.146772,76 Franklin Street,ELTHAM,12720000,house,2015,4,1,2,SC_051,5510,19987,956,44,0,hospital_075,4067,S_194,1265
86386,-37.918449,144.996171,23 Huntingfield Road,BRIGHTON,26780000,house,2014,1,1,0,SC_046,4382,19951,369,22,0,hospital_156,846,S_009,353
42087,-37.739402,145.07933,32 McCrae Road,ROSANNA,6650000,house,2014,3,1,1,SC_017,2054,19936,1223,28,0,hospital_066,2344,S_100,2399
23727,-37.643644,144.907831,6 Langbourne Court,GREENVALE,6200000,house,2016,4,2,2,SC_072,1494,40220,2504,41,0,hospital_104,1359,S_211,2326
77116,-37.931119,145.106181,15 Inverness Street,CLARINDA,6240000,house,2009,3,1,2,SC_003,4700,19915,1449,39,0,hospital_076,1637,S_170,1103
72065,-37.8409729,145.2549439,15 Marlborough Road,BAYSWATER,7152000,house,2009,3,1,1,SC_032,3891,19870,1162,50,0,hospital_002,1989,S_139,1073
68455,-37.85933685,145.0206451,3 St James Road,ARMADALE,3415000,house,2007,2,1,1,SC_038,2355,19945,341,23,0,hospital_092,834,S_013,706
48954,-37.811856,145.086073,12 A Iramoo Street,BALWYN,6000000,house,2015,3,3,2,SC_099,2830,19894,1403,31,0,hospital_117,2654,S_136,1616
88049,-37.938766,145.051943,10 Fletcher Street,MOORABBIN,8560000,house,2013,4,1,1,SC_046,1196,19872,1392,40,0,hospital_110,1474,S_069,1497
30256,-37.780256,144.992977,6 Barry Street,NORTHCOTE,6490000,house,2011,2,1,0,SC_008,4063,20017,268,18,0,hospital_035,2332,S_200,2387
23860,-37.694382,144.969499,1/18 Hogan Street,FAWKNER,5760000,house,2010,2,1,1,SC_030,4563,19961,1169,35,0,hospital_139,3603,S_161,1127
17395,-37.697893,144.910533,52 Augustine Terrace,GLENROY,7020000,house,2016,3,1,2,SC_059,2497,20031,560,34,0,hospital_184,4966,S_209,1490
35318,-37.730402,145.01424,6 Oakhill Avenue,RESERVOIR,7920000,house,2013,4,1,2,SC_103,1488,20011,1033,29,0,hospital_139,2017,S_085,1252
560,-37.807715,144.893889,2/28 Hobbs Street,SEDDON,7200000,house,2011,2,1,1,SC_043,3249,19997,212,14,0,hospital_056,1758,S_201,856
19096,-37.667482,144.926863,61 Corinella Crescent,DALLAS,3060000,house,2014,3,1,0,SC_072,1906,44817,724,39,0,hospital_104,1952,S_153,1267
47855,-37.796532,145.038986,13 Earl Street,KEW,11200000,house,2013,4,1,1,SC_083,2681,19931,2130,20,0,hospital_029,1544,S_039,1248
95264,-37.925141,145.049242,24 Durban Street,BENTLEIGH,18020000,house,2014,4,3,3,SC_046,1863,19938,1209,40,0,hospital_110,1403,S_107,885
92310,-37.982309,145.055715,46 Marina Road,MENTONE,12000000,house,2012,4,2,2,SC_003,3179,19865,830,39,0,hospital_055,412,S_011,595
62193,-37.803132,145.241154,65 Sonia Street,RINGWOOD,7565000,house,2013,3,1,2,SC_032,1524,19879,1264,47,0,hospital_105,907,S_190,1307
71875,-37.8563418,145.2181717,95 Barmah Drive,WANTIRNA,10980000,house,2010,4,2,2,SC_032,4941,19871,3886,46,0,hospital_008,1077,S_226,1186
17345,-37.711485,144.948958,5 Bedford Street,HADFIELD,9800000,house,2011,5,2,2,SC_030,2331,19962,1078,33,0,hospital_139,4376,S_004,1027
40917,-37.697091,145.06731,6 Chester Place,BUNDOORA,7588000,house,2014,3,2,1,SC_062,5303,19984,2119,34,0,hospital_041,734,S_155,1111
23541,-37.656911,144.888529,28 Drummond Street,GREENVALE,7760000,house,2012,5,2,2,SC_075,2034,44817,3338,39,0,hospital_104,2894,S_211,1984
62089,-37.815899,145.237273,53 Bedford Road,RINGWOOD,6200000,house,2015,3,2,1,SC_032,822,19902,730,44,0,hospital_105,735,S_190,771
78808,-37.957832,145.154359,20 Hillcrest Grove,SPRINGVALE,4635000,house,2012,4,1,1,SC_057,4226,19891,757,46,0,hospital_124,2563,S_075,541
4141,-37.84706116,144.8738098,15 Croker Street,NEWPORT,3780000,house,2008,4,1,2,SC_033,3287,19994,987,20,0,hospital_141,2312,S_056,2734
92412,-37.987659,145.060103,7 Milan Street,MENTONE,24900000,house,2014,4,3,2,SC_003,3137,19865,783,39,0,hospital_133,908,S_011,708
35709,-37.722574,144.991216,9 Army Avenue,RESERVOIR,10570000,house,2015,2,1,1,SC_103,2116,20011,1206,29,0,hospital_139,820,S_030,1032
48271,-37.805003,145.027404,3/12 Stawell Street,KEW,7200000,house,2015,3,1,2,SC_083,1865,19905,1914,19,0,hospital_032,1073,S_039,320
75856,-37.902307,145.102878,19 William Street,OAKLEIGH,5296000,house,2011,2,1,1,SC_087,2426,19916,970,36,0,hospital_166,434,S_026,2342
43066,-37.719263,145.068496,3 Glenmore Street,MACLEOD,7623000,house,2015,3,1,1,SC_047,3988,19983,753,31,0,hospital_037,2183,S_155,2584
61957,-37.79196,145.250771,40 Frederic Drive,RINGWOOD,7536000,house,2013,4,1,1,SC_022,2950,19879,2227,47,0,hospital_164,1809,S_157,696
13112,-37.709903,144.778041,4 Rose Court,SYDENHAM,4200000,house,2014,3,2,2,SC_107,3230,20000,1034,39,0,hospital_057,6481,S_094,860
69520,-37.871214,145.072914,13 Comas Grove,ASHBURTON,21120000,house,2016,4,2,3,SC_042,1770,19847,674,37,0,hospital_108,1159,S_112,1907
28472,-37.797996,144.990566,124 Easey Street,COLLINGWOOD,17340000,house,2015,3,2,1,SC_008,2387,19975,365,10,0,hospital_178,1442,S_060,750
31681,-37.739241,145.00991,10 Roseberry Avenue,PRESTON,4560000,house,2014,3,1,1,SC_103,701,20012,828,27,0,hospital_139,2628,S_084,665
37435,-37.641189,145.033513,42 Carlisle Drive,EPPING,3630000,house,2014,3,1,0,SC_062,4728,20005,1281,43,0,hospital_053,1894,S_196,2102
10473,-37.795359,144.932866,37 Hardiman Street,KENSINGTON,16200000,house,2015,3,1,0,SC_011,2062,20041,270,13,0,hospital_114,237,S_086,1010
96878,-38.00325394,145.2673035,48 Albert Road,HALLAM,3240000,house,2009,5,2,3,SC_077,1680,19885,1627,59,0,hospital_069,4480,S_212,219
90749,-37.96069336,145.0475617,49 Stuart Avenue,CHELTENHAM,10416000,house,2008,5,2,2,SC_079,1407,19866,903,36,0,hospital_082,811,S_023,737
58790,-37.815797,145.167698,27 Jubilee Street,NUNAWADING,8400000,house,2016,3,1,2,SC_002,518,19899,828,37,0,hospital_060,2166,S_202,1173
49050,-37.810376,145.074029,15 Norbert Street,BALWYN,16960000,house,2013,5,3,2,SC_099,2096,19893,1693,29,0,hospital_064,2270,S_137,2090
63927,-37.775928,145.301326,21 Lee-Ann Crescent,CROYDON,7308000,house,2014,3,2,2,SC_084,2268,19877,1383,55,0,hospital_113,4954,S_058,2297
71228,-37.855024,145.225353,1A Harmsworth Avenue,WANTIRNA,3474000,house,2011,2,1,1,SC_032,4715,19871,3418,46,0,hospital_008,631,S_226,1386
87316,-37.93761826,145.0108643,110 Willis Street,HAMPTON,15810000,house,2009,3,2,3,SC_046,2421,19949,825,27,0,hospital_036,825,S_088,756
11318,-37.782671,144.886799,29 Kellaway Street,MARIBYRNONG,6516000,house,2014,4,1,2,SC_085,1051,20027,1897,0,1,hospital_003,1083,S_049,1075
4089,-37.845188,144.870344,123 Woods Street,NEWPORT,6255000,house,2010,3,2,0,SC_033,2923,19994,1197,20,0,hospital_141,2673,S_056,2367
